web-scraper-order,web-scraper-start-url,titulo,precio,habts,ban,mets
1620506030-11643,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=1,Departamento en renta amueblado con servicios en Juriquilla,"$11,500",1,"1
                                    
                                
                                Baño",60 m²
1620505836-11069,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=2,"DEPARTAMENTO EN RENTA EN MONTEBELLO TOWERS, MILENIO III","$25,000",2,"2
                                    
                                
                                Baños",134 m²
1620505660-10661,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?page=1,RENTA DEPARTAMENTO AMUEBLADO CENTRAL PARK,"$23,000",2,"2
                                    
                                
                                Baños",157 m²
1620505741-10839,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=2,"RENTA DE EXCLUSIVO DEPARTAMENTO AMUEBLADO EN EDIFICIO ADAMANT, QUERÉTARO","$18,000",2,"2
                                    
                                
                                Baños",74 m²
1620505346-10488,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/departamento/for-rent/?page=2,"Dúplex Lujoso con Amenidades, Sin Amoblar ubicado en cumbres del lago RAHQRO","$17,000",2,"2
                                    
                                
                                Baños",105 m²
1620506014-11561,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=3,Renta de Amplio Departamento Amueblado en Juriquilla,"$15,500",2,"2
                                    
                                
                                Baños",110 m²
1620505346-10485,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/departamento/for-rent/?page=2,Departamento amueblado en renta en juriquilla con servicios incluidos.,"$15,000",1,"1
                                    
                                
                                Baño",68 m²
1620505613-10555,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?page=3,"RENTA DE DEPARTAMENTO EN CENTRAL PARK, 3 ESTACIONAMIENTOS, 2 BAÑOS, 2 RECÁMARAS","$29,000",2,"2
                                    
                                
                                Baños",163 m²
1620505988-11492,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=6,"¡¡¡ Departamento en Renta, en zona residencial de Juriquilla !!!","$17,000",3,"3
                                    
                                
                                Baños",132 m²
1620505704-10763,https://www.lamudi.com.mx/queretaro-arteaga/corregidora/el-pueblito-13/departamento/for-rent/,Amplio y cómodo departamento de 3 recamaras en segundo nivel Fracc. Puerta Real,"$9,300",3,"2
                                    
                                
                                Baños",125 m²
1620505725-10815,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=3,DEPARTAMENTO AMUEBLADO Y EQUIPADO ADAMANT INCREIBLE VISTA,"$18,000",1,"1
                                    
                                
                                Baño",57 m²
1620505960-11396,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=9,"Departamento en Renta Semi amueblado en Juriquilla, dos recámaras","$13,900",2,"1
                                    
                                
                                Baño",69 m²
1620505960-11397,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=9,Lujoso Depa en Renta. Juriquilla. FVR,"$30,000",3,"4
                                    
                                
                                Baños",172 m²
1620505969-11418,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=8,"RENTA DEPARTAMENTO 2 REC. $15,500.00","$15,500",2,"2
                                    
                                
                                Baños",110 m²
1620506030-11637,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=1,"RENTA de Departamento en Juriquilla, Queretaro, Edificio Tres Vistas Juriquilla","$13,500",3,"2
                                    
                                
                                Baños",135 m²
1620505891-11184,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=2,"Departamento en Renta, Querétaro, Querétaro","$13,900",2,"2
                                    
                                
                                Baños",120 m²
1620506030-11631,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=1,Departamento amueblado en renta 2 recámaras,"$22,000",2,"2
                                    
                                
                                Baños",126 m²
1620505928-11298,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=11,Departamento Duplex en Renta 2 Recamaras Excelentes Amenidades Ycc,"$14,000",2,"3
                                    
                                
                                Baños",156 m²
1620505979-11452,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=7,Departamento en Renta en BIOSFERA TOWERS JURIQUILLA,"$27,000",3,"3
                                    
                                
                                Baños",175 m²
1620505836-11095,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=2,P H  AMUEBLADO EN RENTA MILENIO III,"$18,000",3,"2
                                    
                                
                                Baños",136 m²
1620505988-11485,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=6,EXCLUSIVO DEPARTAMENTO EN RENTA,"$18,000",3,"3
                                    
                                
                                Baños",166 m²
1620505725-10809,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=3,"Departamento en renta en City View, El Campanario","$18,000",2,"2
                                    
                                
                                Baños",132 m²
1620505761-10888,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=1,RENTA DE DEPARTAMENTO AMUEBLADO Y EQUIPADO EN CITY VIEW QUERETARO,"$25,000",2,"2
                                    
                                
                                Baños",109 m²
1620505836-11075,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=2,DEPARTAMENTO EN RENTA EN MILENIO III QRO CON GRAN VISTA A LA CAÑADA,"$18,320",2,"2
                                    
                                
                                Baños",113 m²
1620505928-11294,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=11,Altos de Juriquilla departamento de 2 recamaras y 109 mts2! JGJ,"$14,500",2,"2
                                    
                                
                                Baños",109 m²
1620505725-10812,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=3,Departamento sin amueblar El Campanario de 120 mts2! RCS,"$29,000",2,"2
                                    
                                
                                Baños",120 m²
1620505853-11124,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=1,Loft con maravillosa vista,"$10,400",1,"1
                                    
                                
                                Baño",78 m²
1620505960-11394,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=9,TI/D DEPARTAMENTO DE LUJO EN RENTA JURIQUILLA QUERETARO,"$23,000",2,"2
                                    
                                
                                Baños",163 m²
1620505942-11352,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=10,DEPARTAMENTO en RENTA AMUEBLADO JURIQUILLA  CON TERRAZA  MODERNO,"$16,900",2,"2
                                    
                                
                                Baños",136 m²
1620505928-11299,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=11,Pent house en renta amueblado GGV#21-537,"$23,500",3,"3
                                    
                                
                                Baños",184 m²
1620505997-11509,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=5,RENTA DEPARTAMENTOS AMUEBLADOS QUERETARO JURIQUILLA ATELIER  AA,"$28,000",3,"3
                                    
                                
                                Baños",120 m²
1620505969-11432,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=8,Departamento en Fray Junipero Serra con vista hacia jardín central! GOC,"$7,000",2,"2
                                    
                                
                                Baños",73 m²
